Citizenship Country,Apprehension AOR,n_arrests
EL SALVADOR,Phoenix Area of Responsibility,34
EL SALVADOR,Salt Lake City Area of Responsibility,154
EL SALVADOR,San Antonio Area of Responsibility,163
EL SALVADOR,San Diego Area of Responsibility,19
EL SALVADOR,San Francisco Area of Responsibility,133
EL SALVADOR,Seattle Area of Responsibility,36
EL SALVADOR,St. Paul Area of Responsibility,138
EL SALVADOR,Washington Area of Responsibility,648
EQUATORIAL GUINEA,Atlanta Area of Responsibility,2
EQUATORIAL GUINEA,Chicago Area of Responsibility,2
EQUATORIAL GUINEA,Dallas Area of Responsibility,1
EQUATORIAL GUINEA,Houston Area of Responsibility,1
EQUATORIAL GUINEA,Miami Area of Responsibility,1
EQUATORIAL GUINEA,Philadelphia Area of Responsibility,3
EQUATORIAL GUINEA,Washington Area of Responsibility,4
ERITREA,Atlanta Area of Responsibility,4
ERITREA,Baltimore Area of Responsibility,1
ERITREA,Boston Area of Responsibility,2
ERITREA,Buffalo Area of Responsibility,1
ERITREA,Chicago Area of Responsibility,2
ERITREA,Dallas Area of Responsibility,2
ERITREA,Denver Area of Responsibility,3
ERITREA,Detroit Area of Responsibility,1
ERITREA,New Orleans Area of Responsibility,2
ERITREA,Philadelphia Area of Responsibility,1
ERITREA,Phoenix Area of Responsibility,1
ERITREA,Salt Lake City Area of Responsibility,2
ERITREA,San Antonio Area of Responsibility,3
ERITREA,San Diego Area of Responsibility,2
ERITREA,San Francisco Area of Responsibility,2
ERITREA,Seattle Area of Responsibility,1
ERITREA,St. Paul Area of Responsibility,3
ERITREA,Washington Area of Responsibility,1
ESTONIA,Miami Area of Responsibility,1
ETHIOPIA,Atlanta Area of Responsibility,2
ETHIOPIA,Baltimore Area of Responsibility,4
ETHIOPIA,Chicago Area of Responsibility,3
ETHIOPIA,Dallas Area of Responsibility,2
ETHIOPIA,Denver Area of Responsibility,1
ETHIOPIA,Detroit Area of Responsibility,3
ETHIOPIA,Miami Area of Responsibility,1
ETHIOPIA,New Orleans Area of Responsibility,2
ETHIOPIA,Philadelphia Area of Responsibility,3
ETHIOPIA,Phoenix Area of Responsibility,1
ETHIOPIA,Salt Lake City Area of Responsibility,1
ETHIOPIA,San Antonio Area of Responsibility,1
ETHIOPIA,San Diego Area of Responsibility,2
ETHIOPIA,San Francisco Area of Responsibility,2
ETHIOPIA,Seattle Area of Responsibility,5
ETHIOPIA,St. Paul Area of Responsibility,5
ETHIOPIA,Washington Area of Responsibility,17
FIJI,San Francisco Area of Responsibility,3
FINLAND,Atlanta Area of Responsibility,1
FINLAND,Dallas Area of Responsibility,1
FRANCE,Atlanta Area of Responsibility,1
FRANCE,Boston Area of Responsibility,1
FRANCE,Detroit Area of Responsibility,1
FRANCE,Houston Area of Responsibility,1
FRANCE,Los Angeles Area of Responsibility,1
FRANCE,Miami Area of Responsibility,8
FRANCE,New York City Area of Responsibility,1
FRANCE,Newark Area of Responsibility,2
FRANCE,Philadelphia Area of Responsibility,2
FRANCE,Phoenix Area of Responsibility,1
FRANCE,Salt Lake City Area of Responsibility,1
FRANCE,San Francisco Area of Responsibility,1
FRANCE,St. Paul Area of Responsibility,1
FRANCE,Washington Area of Responsibility,2
GABON,Dallas Area of Responsibility,1
GABON,Newark Area of Responsibility,1
GABON,Philadelphia Area of Responsibility,1
GAMBIA,Atlanta Area of Responsibility,2
GAMBIA,Baltimore Area of Responsibility,3
GAMBIA,Chicago Area of Responsibility,1
GAMBIA,Detroit Area of Responsibility,2
GAMBIA,Houston Area of Responsibility,1
GAMBIA,New York City Area of Responsibility,2
GAMBIA,Phoenix Area of Responsibility,1
GAMBIA,Seattle Area of Responsibility,1
GAMBIA,St. Paul Area of Responsibility,2
GEORGIA,Baltimore Area of Responsibility,2
GEORGIA,Boston Area of Responsibility,4
GEORGIA,Buffalo Area of Responsibility,4
GEORGIA,Chicago Area of Responsibility,1
GEORGIA,Detroit Area of Responsibility,2
GEORGIA,Harlingen Area of Responsibility,1
GEORGIA,Houston Area of Responsibility,2
GEORGIA,Los Angeles Area of Responsibility,1
GEORGIA,Miami Area of Responsibility,4
GEORGIA,New Orleans Area of Responsibility,2
GEORGIA,New York City Area of Responsibility,22
GEORGIA,Newark Area of Responsibility,6
GEORGIA,Philadelphia Area of Responsibility,27
GEORGIA,San Antonio Area of Responsibility,1
GEORGIA,Washington Area of Responsibility,1
GERMANY,Atlanta Area of Responsibility,2
GERMANY,Chicago Area of Responsibility,1
GERMANY,Dallas Area of Responsibility,3
GERMANY,Los Angeles Area of Responsibility,1
GERMANY,Miami Area of Responsibility,2
GERMANY,New Orleans Area of Responsibility,2
GERMANY,Newark Area of Responsibility,1
GERMANY,Philadelphia Area of Responsibility,1
GERMANY,Phoenix Area of Responsibility,1
GERMANY,Salt Lake City Area of Responsibility,2
GERMANY,Seattle Area of Responsibility,1
GERMANY,St. Paul Area of Responsibility,1
GERMANY,Washington Area of Responsibility,2
GHANA,Atlanta Area of Responsibility,9
GHANA,Baltimore Area of Responsibility,4
GHANA,Boston Area of Responsibility,7
GHANA,Buffalo Area of Responsibility,1
GHANA,Chicago Area of Responsibility,4
GHANA,Dallas Area of Responsibility,4
GHANA,Denver Area of Responsibility,1
GHANA,Detroit Area of Responsibility,8
GHANA,El Paso Area of Responsibility,1
GHANA,Harlingen Area of Responsibility,1
GHANA,Houston Area of Responsibility,2
GHANA,New Orleans Area of Responsibility,2
GHANA,New York City Area of Responsibility,9
GHANA,Newark Area of Responsibility,7
GHANA,Philadelphia Area of Responsibility,12
GHANA,Phoenix Area of Responsibility,1
GHANA,Salt Lake City Area of Responsibility,2
GHANA,San Antonio Area of Responsibility,2
GHANA,San Diego Area of Responsibility,1
GHANA,Seattle Area of Responsibility,1
GHANA,Washington Area of Responsibility,13
GREECE,Boston Area of Responsibility,1
GREECE,Chicago Area of Responsibility,2
GREECE,Miami Area of Responsibility,1
GREECE,Newark Area of Responsibility,1
GREECE,Philadelphia Area of Responsibility,2
GREECE,Washington Area of Responsibility,1
GRENADA,Atlanta Area of Responsibility,1
GRENADA,Boston Area of Responsibility,2
GRENADA,Buffalo Area of Responsibility,1
GRENADA,Houston Area of Responsibility,1
GRENADA,Miami Area of Responsibility,1
GUADELOUPE,Baltimore Area of Responsibility,1
GUADELOUPE,Boston Area of Responsibility,2
GUATEMALA,Atlanta Area of Responsibility,1401
GUATEMALA,Baltimore Area of Responsibility,402
GUATEMALA,Boston Area of Responsibility,731
GUATEMALA,Buffalo Area of Responsibility,139
GUATEMALA,Chicago Area of Responsibility,994
GUATEMALA,Dallas Area of Responsibility,807
GUATEMALA,Denver Area of Responsibility,129
GUATEMALA,Detroit Area of Responsibility,411
GUATEMALA,El Paso Area of Responsibility,116
GUATEMALA,HQ Area of Responsibility,4
GUATEMALA,Harlingen Area of Responsibility,190
GUATEMALA,Houston Area of Responsibility,989
GUATEMALA,Los Angeles Area of Responsibility,570
GUATEMALA,Miami Area of Responsibility,2877
GUATEMALA,New Orleans Area of Responsibility,2055
GUATEMALA,New York City Area of Responsibility,162
GUATEMALA,Newark Area of Responsibility,388
GUATEMALA,Philadelphia Area of Responsibility,536
GUATEMALA,Phoenix Area of Responsibility,330
GUATEMALA,Salt Lake City Area of Responsibility,257
GUATEMALA,San Antonio Area of Responsibility,490
GUATEMALA,San Diego Area of Responsibility,112
GUATEMALA,San Francisco Area of Responsibility,143
GUATEMALA,Seattle Area of Responsibility,107
GUATEMALA,St. Paul Area of Responsibility,552
GUATEMALA,Washington Area of Responsibility,617
GUINEA,Atlanta Area of Responsibility,7
GUINEA,Boston Area of Responsibility,3
GUINEA,Buffalo Area of Responsibility,3
GUINEA,Chicago Area of Responsibility,7
GUINEA,Detroit Area of Responsibility,1
GUINEA,Harlingen Area of Responsibility,1
GUINEA,New Orleans Area of Responsibility,2
GUINEA,New York City Area of Responsibility,24
GUINEA,Newark Area of Responsibility,4
GUINEA,Philadelphia Area of Responsibility,10
GUINEA,Phoenix Area of Responsibility,3
GUINEA,San Antonio Area of Responsibility,3
GUINEA,San Diego Area of Responsibility,2
GUINEA,Seattle Area of Responsibility,1
GUINEA,St. Paul Area of Responsibility,4
GUINEA,Washington Area of Responsibility,9
GUINEA-BISSAU,Boston Area of Responsibility,1
GUINEA-BISSAU,Dallas Area of Responsibility,1
GUINEA-BISSAU,Detroit Area of Responsibility,1
GUINEA-BISSAU,New York City Area of Responsibility,1
GUYANA,Atlanta Area of Responsibility,5
GUYANA,Baltimore Area of Responsibility,1
GUYANA,Buffalo Area of Responsibility,12
GUYANA,Detroit Area of Responsibility,1
GUYANA,Los Angeles Area of Responsibility,1
GUYANA,Miami Area of Responsibility,5
GUYANA,New Orleans Area of Responsibility,1
GUYANA,New York City Area of Responsibility,7
GUYANA,Newark Area of Responsibility,4
GUYANA,Philadelphia Area of Responsibility,4
GUYANA,St. Paul Area of Responsibility,1
GUYANA,Washington Area of Responsibility,2
HAITI,Atlanta Area of Responsibility,31
HAITI,Baltimore Area of Responsibility,15
HAITI,Boston Area of Responsibility,52
HAITI,Buffalo Area of Responsibility,4
HAITI,Chicago Area of Responsibility,39
HAITI,Dallas Area of Responsibility,1
HAITI,Denver Area of Responsibility,2
HAITI,Detroit Area of Responsibility,18
HAITI,El Paso Area of Responsibility,3
HAITI,Harlingen Area of Responsibility,1
HAITI,Houston Area of Responsibility,2
HAITI,Los Angeles Area of Responsibility,3
HAITI,Miami Area of Responsibility,278
HAITI,New Orleans Area of Responsibility,23
HAITI,New York City Area of Responsibility,36
HAITI,Newark Area of Responsibility,24
HAITI,Philadelphia Area of Responsibility,45
HAITI,Phoenix Area of Responsibility,2
HAITI,Salt Lake City Area of Responsibility,2
HAITI,San Antonio Area of Responsibility,1
HAITI,San Diego Area of Responsibility,11
HAITI,San Francisco Area of Responsibility,1
HAITI,Seattle Area of Responsibility,6
HAITI,St. Paul Area of Responsibility,5
HAITI,Washington Area of Responsibility,11
HONDURAS,Atlanta Area of Responsibility,1126
HONDURAS,Baltimore Area of Responsibility,286
HONDURAS,Boston Area of Responsibility,161
HONDURAS,Buffalo Area of Responsibility,21
HONDURAS,Chicago Area of Responsibility,745
HONDURAS,Dallas Area of Responsibility,1084
HONDURAS,Denver Area of Responsibility,176
HONDURAS,Detroit Area of Responsibility,252
HONDURAS,El Paso Area of Responsibility,70
HONDURAS,Harlingen Area of Responsibility,237
HONDURAS,Houston Area of Responsibility,1795
HONDURAS,Los Angeles Area of Responsibility,185
HONDURAS,Miami Area of Responsibility,1590
HONDURAS,New Orleans Area of Responsibility,1719
HONDURAS,New York City Area of Responsibility,174
HONDURAS,Newark Area of Responsibility,249
HONDURAS,Philadelphia Area of Responsibility,245
HONDURAS,Phoenix Area of Responsibility,77
HONDURAS,Salt Lake City Area of Responsibility,241
HONDURAS,San Antonio Area of Responsibility,1216
HONDURAS,San Diego Area of Responsibility,16
HONDURAS,San Francisco Area of Responsibility,129
HONDURAS,Seattle Area of Responsibility,107
HONDURAS,St. Paul Area of Responsibility,253
HONDURAS,Washington Area of Responsibility,641
HONG KONG,Baltimore Area of Responsibility,1
HONG KONG,Boston Area of Responsibility,1
HONG KONG,Chicago Area of Responsibility,1
HONG KONG,Detroit Area of Responsibility,1
HONG KONG,Houston Area of Responsibility,1
HONG KONG,Los Angeles Area of Responsibility,1
HONG KONG,Miami Area of Responsibility,1
HONG KONG,New York City Area of Responsibility,1
HONG KONG,Newark Area of Responsibility,1
HUNGARY,Buffalo Area of Responsibility,4
HUNGARY,Houston Area of Responsibility,1
HUNGARY,Los Angeles Area of Responsibility,2
HUNGARY,Miami Area of Responsibility,11
HUNGARY,New York City Area of Responsibility,1
HUNGARY,Newark Area of Responsibility,1
HUNGARY,Philadelphia Area of Responsibility,1
HUNGARY,St. Paul Area of Responsibility,1
HUNGARY,Washington Area of Responsibility,1
INDIA,Atlanta Area of Responsibility,49
INDIA,Baltimore Area of Responsibility,4
INDIA,Boston Area of Responsibility,17
INDIA,Buffalo Area of Responsibility,19
INDIA,Chicago Area of Responsibility,87
INDIA,Dallas Area of Responsibility,27
INDIA,Denver Area of Responsibility,8
INDIA,Detroit Area of Responsibility,26
INDIA,El Paso Area of Responsibility,3
INDIA,Harlingen Area of Responsibility,5
INDIA,Houston Area of Responsibility,37
INDIA,Los Angeles Area of Responsibility,52
INDIA,Miami Area of Responsibility,28
INDIA,New Orleans Area of Responsibility,57
INDIA,New York City Area of Responsibility,32
INDIA,Newark Area of Responsibility,33
INDIA,Philadelphia Area of Responsibility,36
INDIA,Phoenix Area of Responsibility,18
INDIA,Salt Lake City Area of Responsibility,5
INDIA,San Antonio Area of Responsibility,26
INDIA,San Diego Area of Responsibility,6
INDIA,San Francisco Area of Responsibility,144
INDIA,Seattle Area of Responsibility,36
INDIA,St. Paul Area of Responsibility,9
INDIA,Washington Area of Responsibility,36
INDONESIA,Baltimore Area of Responsibility,1
INDONESIA,Dallas Area of Responsibility,2
INDONESIA,Denver Area of Responsibility,2
INDONESIA,Detroit Area of Responsibility,1
INDONESIA,Houston Area of Responsibility,1
INDONESIA,Los Angeles Area of Responsibility,9
INDONESIA,Miami Area of Responsibility,1
INDONESIA,New Orleans Area of Responsibility,6
INDONESIA,New York City Area of Responsibility,2
INDONESIA,Newark Area of Responsibility,1
INDONESIA,Philadelphia Area of Responsibility,4
INDONESIA,Salt Lake City Area of Responsibility,2
INDONESIA,San Antonio Area of Responsibility,1
INDONESIA,Seattle Area of Responsibility,2
IRAN,Atlanta Area of Responsibility,4
